frame,stage,old_id,new_id,reason,det_score,det_box,track_box,iou_cost,iou_overlap,fused_cost,cosine_sim,cosine_theta,cosine_margin,feat_norm,feat_mean_sim,n_registry,n_lost,n_enrolments,all_sims_top5
158,6_revive,38,38,revived,0.6757,"[3.8, 385.1, 33.9, 468.8]",,,,,0.7745,0.7667,0.0761,1.0,0.7745,30,1,18,"[(38, 0.7744807004928589), (12, 0.6983588933944702), (44, 0.6946457624435425), (40, 0.6634007692337036), (11, 0.638949990272522)]"
159,5,54,54,unconfirmed_update,0.6444,"[64.0, 689.5, 97.8, 766.8]","[63.8, 689.2, 97.5, 766.9]",0.0883,0.9117,,,,,,,,2,,
159,6_revive,12,12,revived,0.7168,"[351.7, 370.2, 388.1, 476.2]",,,,,0.8888,0.6742,0.1401,1.0,0.8888,30,2,192,"[(12, 0.8887747526168823), (44, 0.7486482858657837), (27, 0.7408832311630249), (38, 0.7289541363716125), (11, 0.71129310131073)]"
160,3,44,44,re_activate_from_lost,0.6138,"[27.2, 386.8, 64.5, 489.4]","[25.9, 386.6, 64.4, 489.7]",0.1706,0.8294,0.0455,,,,,,30,4,19,
161,3,48,48,re_activate_from_lost,0.6533,"[34.6, 717.5, 65.2, 778.3]","[31.5, 717.7, 66.9, 778.3]",0.2728,0.7272,0.0969,,,,,,31,4,6,
161,6_revive,5,5,revived,0.7101,"[1353.4, 267.0, 1455.3, 565.3]",,,,,0.8583,0.7667,0.044,1.0,0.8583,31,4,160,"[(5, 0.8583311438560486), (13, 0.8142974376678467), (28, 0.6703312397003174), (8, 0.6415041089057922), (21, 0.6389080286026001)]"
162,3,54,54,re_activate_from_lost,0.8107,"[74.0, 687.8, 108.0, 766.1]","[74.0, 688.0, 107.9, 766.2]",0.1633,0.8367,0.3217,,,,,,31,3,0,
162,6_revive,12,12,revived,0.7896,"[357.1, 369.2, 392.9, 473.2]",,,,,0.8472,0.6742,0.1016,1.0,0.8472,31,3,193,"[(12, 0.8471521735191345), (11, 0.7455306053161621), (27, 0.7453278303146362), (44, 0.7164698243141174), (8, 0.6984611749649048)]"
162,6_revive,25,25,revived,0.7107,"[1765.8, 237.1, 1879.2, 589.3]",,,,,0.8543,0.7133,0.0731,1.0,0.8543,31,3,60,"[(25, 0.8543173670768738), (39, 0.781235933303833), (32, 0.7766736149787903), (15, 0.7414301037788391), (48, 0.6973418593406677)]"
162,6_revive,5,5,revived,0.695,"[1352.7, 265.3, 1458.0, 557.5]",,,,,0.8775,0.7667,0.0396,1.0,0.8775,31,3,162,"[(5, 0.8775389194488525), (13, 0.8379477858543396), (28, 0.6938433051109314), (8, 0.6655145883560181), (21, 0.6408234238624573)]"
163,5,12,12,unconfirmed_update,0.8088,"[356.4, 368.2, 394.9, 473.5]","[357.4, 368.4, 393.6, 473.4]",0.0821,0.9179,,,,,,,,3,,
163,6_revive,25,25,revived,0.8197,"[1769.9, 230.2, 1886.0, 592.7]",,,,,0.8602,0.7133,0.0655,1.0,0.8602,31,3,62,"[(25, 0.8602195978164673), (39, 0.7947371602058411), (32, 0.7500910758972168), (15, 0.7432914972305298), (48, 0.6636318564414978)]"
163,6_new,5,55,margin_failed margin=0.028<0.04,0.7648,"[1356.1, 264.1, 1456.7, 542.7]",,,,,0.8863,0.7667,0.0277,1.0,,31,3,164,"[(5, 0.8863062858581543), (13, 0.8586058616638184), (28, 0.7292131185531616), (8, 0.6962484121322632), (7, 0.6465493440628052)]"
164,5,55,55,unconfirmed_update,0.7595,"[1362.8, 261.9, 1468.8, 575.8]","[1358.6, 262.3, 1469.3, 569.2]",0.2562,0.7438,,,,,,,,3,,
164,6_revive,25,25,revived,0.7942,"[1776.6, 228.7, 1892.7, 583.9]",,,,,0.8573,0.7133,0.0643,1.0,0.8573,31,3,64,"[(25, 0.85732102394104), (39, 0.793007493019104), (15, 0.7501217126846313), (32, 0.7427453398704529), (48, 0.657914400100708)]"
164,6_new,38,56,margin_failed margin=0.030<0.04,0.7608,"[26.5, 385.1, 59.7, 479.6]",,,,,0.8214,0.7667,0.03,1.0,,31,3,19,"[(38, 0.8214027881622314), (44, 0.7914255857467651), (12, 0.7687868475914001), (11, 0.717200517654419), (40, 0.7112154364585876)]"
165,6_revive,25,25,revived,0.8297,"[1783.4, 229.0, 1899.5, 581.9]",,,,,0.8606,0.7133,0.0816,1.0,0.8606,31,3,66,"[(25, 0.8606294393539429), (39, 0.7790786623954773), (15, 0.7549413442611694), (32, 0.7516002655029297), (48, 0.670555591583252)]"
166,6_revive,25,25,revived,0.8213,"[1787.4, 226.1, 1898.1, 585.9]",,,,,0.8614,0.7133,0.1033,1.0,0.8614,32,3,68,"[(25, 0.8614106178283691), (39, 0.7581084966659546), (32, 0.7507262229919434), (15, 0.7318671941757202), (48, 0.6751983165740967)]"
167,6_revive,25,25,revived,0.8467,"[1794.2, 226.1, 1902.2, 585.9]",,,,,0.86,0.7133,0.1071,1.0,0.86,32,3,70,"[(25, 0.8600191473960876), (32, 0.7529217004776001), (39, 0.7459020018577576), (15, 0.7323079705238342), (48, 0.6882081031799316)]"
168,6_revive,25,25,revived,0.8593,"[1798.2, 225.5, 1908.9, 583.9]",,,,,0.8575,0.7133,0.1111,1.0,0.8575,32,3,72,"[(25, 0.8575043678283691), (32, 0.746421217918396), (39, 0.740143895149231), (15, 0.7363275289535522), (48, 0.669998049736023)]"
168,6_revive,12,12,revived,0.7571,"[376.0, 362.1, 411.8, 471.5]",,,,,0.8819,0.6742,0.1362,1.0,0.8819,32,3,197,"[(12, 0.8819076418876648), (11, 0.7457313537597656), (27, 0.7382926344871521), (44, 0.7288801670074463), (8, 0.7012403607368469)]"
168,6_new,54,57,gate_failed sim=0.717<theta=0.767,0.7453,"[-4.6, 401.0, 32.8, 490.1]",,,,,0.7171,0.7667,0.0424,1.0,,32,3,7,"[(54, 0.7171324491500854), (44, 0.6747492551803589), (38, 0.6557954549789429), (12, 0.6555267572402954), (11, 0.6466051340103149)]"
168,6_revive,15,15,revived,0.7108,"[638.6, 308.5, 714.2, 584.6]",,,,,0.7241,0.6937,0.0518,1.0,0.7241,32,3,37,"[(15, 0.7240594625473022), (23, 0.6722434759140015), (32, 0.615717887878418), (25, 0.5859183073043823), (48, 0.578277587890625)]"
168,6_revive,12,12,revived,0.6872,"[313.9, 365.9, 344.9, 467.8]",,,,,0.8445,0.6742,0.0722,1.0,0.8445,32,3,198,"[(12, 0.8444823026657104), (44, 0.7722938656806946), (11, 0.7367199063301086), (38, 0.7238717079162598), (18, 0.7207635641098022)]"
169,5,12,12,unconfirmed_update,0.802,"[379.4, 360.8, 413.8, 462.0]","[379.2, 361.1, 412.9, 463.9]",0.2221,0.7779,,,,,,,,3,,
169,5,57,57,unconfirmed_update,0.7918,"[-2.0, 397.9, 37.4, 489.0]","[-2.1, 398.5, 36.0, 489.2]",0.2023,0.7977,,,,,,,,3,,
169,5,15,15,unconfirmed_update,0.8298,"[636.2, 305.4, 711.5, 588.3]","[635.8, 306.0, 712.9, 587.5]",0.0865,0.9135,,,,,,,,3,,
169,6_revive,25,25,revived,0.8869,"[1802.2, 226.1, 1918.4, 597.4]",,,,,0.8581,0.7133,0.0973,1.0,0.8581,33,3,74,"[(25, 0.8581008315086365), (32, 0.7608462572097778), (15, 0.7351623177528381), (39, 0.7248280048370361), (48, 0.6781854629516602)]"
169,6_revive,12,12,revived,0.6981,"[318.1, 365.5, 350.7, 470.1]",,,,,0.8387,0.6742,0.0674,1.0,0.8387,33,3,199,"[(12, 0.8386789560317993), (44, 0.7713078260421753), (38, 0.7452110052108765), (18, 0.7319343686103821), (11, 0.7285377383232117)]"
170,6_revive,25,25,revived,0.8931,"[1803.6, 230.0, 1922.4, 598.1]",,,,,0.8501,0.7133,0.102,1.0,0.8501,33,2,76,"[(25, 0.8500844240188599), (32, 0.7481280565261841), (15, 0.7332992553710938), (39, 0.7212861776351929), (48, 0.685157060623169)]"
171,6_revive,12,12,revived,0.7259,"[323.0, 365.2, 358.8, 482.0]",,,,,0.8464,0.6742,0.0533,1.0,0.8464,33,2,202,"[(12, 0.8463863730430603), (44, 0.7930641174316406), (11, 0.7496261596679688), (38, 0.7224698066711426), (27, 0.7001424431800842)]"
171,6_revive,25,25,revived,0.8847,"[1807.7, 232.2, 1926.5, 606.2]",,,,,0.8266,0.7133,0.1039,1.0,0.8266,33,2,78,"[(25, 0.8265959024429321), (15, 0.7227396965026855), (39, 0.7217319011688232), (32, 0.721419095993042), (48, 0.6887131929397583)]"
172,6_revive,25,25,revived,0.9367,"[1814.4, 187.7, 1968.3, 629.1]",,,,,0.8148,0.7133,0.0709,1.0,0.8148,33,2,80,"[(25, 0.8147814273834229), (15, 0.743911623954773), (39, 0.7238322496414185), (32, 0.6972596645355225), (48, 0.6790271401405334)]"
173,3,48,48,re_activate_from_lost,0.7264,"[92.3, 706.7, 124.0, 771.5]","[92.1, 706.7, 124.1, 770.4]",0.1317,0.8683,0.0766,,,,,,33,4,17,
173,6_revive,25,25,revived,0.9475,"[1810.4, 196.9, 1977.8, 642.6]",,,,,0.8182,0.7133,0.0707,1.0,0.8182,33,4,82,"[(25, 0.8181504011154175), (39, 0.747480034828186), (15, 0.7099466919898987), (32, 0.7049738764762878), (8, 0.6532480716705322)]"
174,6_revive,25,25,revived,0.9291,"[1815.8, 200.1, 1977.8, 638.2]",,,,,0.7983,0.7133,0.064,1.0,0.7983,33,5,84,"[(25, 0.7982646822929382), (15, 0.7342878580093384), (39, 0.7244222164154053), (32, 0.6918480396270752), (8, 0.6689622402191162)]"
175,3,57,57,re_activate_from_lost,0.7094,"[13.6, 408.4, 49.8, 493.4]","[13.9, 408.4, 49.7, 493.4]",0.1231,0.8769,0.3779,,,,,,33,5,2,
175,3,44,44,re_activate_from_lost,0.8287,"[69.6, 379.4, 113.4, 486.0]","[69.8, 379.5, 112.0, 485.9]",0.1719,0.8281,0.0641,,,,,,33,5,32,
175,6_revive,25,25,revived,0.9182,"[1815.8, 206.4, 1983.2, 632.5]",,,,,0.8215,0.7133,0.0411,1.0,0.8215,33,5,86,"[(25, 0.8215326070785522), (15, 0.7804394960403442), (39, 0.7425315380096436), (32, 0.7178260087966919), (8, 0.7036241292953491)]"
175,6_revive,12,12,revived,0.7201,"[322.7, 357.8, 358.4, 475.2]",,,,,0.8545,0.6742,0.0594,1.0,0.8545,33,5,204,"[(12, 0.8544998168945312), (44, 0.7951381802558899), (11, 0.7653602361679077), (38, 0.7230727672576904), (27, 0.7049916386604309)]"
176,6_new,25,58,margin_failed margin=0.022<0.04,0.9303,"[1814.4, 210.9, 1984.5, 645.6]",,,,,0.8082,0.7133,0.0217,1.0,,33,3,88,"[(25, 0.8082332611083984), (15, 0.7864986658096313), (39, 0.7238062620162964), (32, 0.7142460346221924), (8, 0.6965277791023254)]"
176,6_revive,12,12,revived,0.6954,"[381.4, 370.6, 417.8, 476.6]",,,,,0.8692,0.6742,0.1229,1.0,0.8692,33,3,205,"[(12, 0.8692178726196289), (11, 0.7462708950042725), (44, 0.7381411194801331), (27, 0.7217355370521545), (38, 0.6993190050125122)]"
177,3,40,40,re_activate_from_lost,0.7969,"[207.9, 367.2, 242.7, 470.5]","[207.2, 367.5, 243.5, 470.9]",0.1855,0.8145,0.1485,,,,,,33,3,35,
177,5,58,58,unconfirmed_update,0.9215,"[1796.9, 212.8, 1980.5, 656.1]","[1804.4, 212.4, 1977.3, 654.0]",0.1388,0.8612,,,,,,,,3,,
178,3,54,54,re_activate_from_lost,0.8181,"[108.7, 679.1, 140.7, 758.7]","[108.3, 678.8, 141.4, 758.5]",0.1882,0.8118,0.1052,,,,,,34,2,11,
179,3,40,40,re_activate_from_lost,0.6517,"[200.0, 369.6, 234.1, 474.2]","[199.3, 369.2, 235.5, 473.5]",0.1454,0.8546,0.1339,,,,,,34,2,36,
179,6_revive,12,12,revived,0.6925,"[373.6, 368.9, 408.7, 472.2]",,,,,0.8288,0.6742,0.0886,1.0,0.8288,34,2,206,"[(12, 0.8288092613220215), (44, 0.7401885390281677), (11, 0.7240179777145386), (38, 0.6923538446426392), (27, 0.6819393038749695)]"
180,3,54,54,re_activate_from_lost,0.5747,"[100.2, 681.8, 132.4, 761.4]","[99.7, 681.7, 132.8, 761.3]",0.0346,0.9654,0.0902,,,,,,34,2,12,
180,5,12,12,unconfirmed_update,0.775,"[368.6, 369.2, 404.3, 475.2]","[369.5, 369.2, 405.3, 474.6]",0.257,0.743,,,,,,,,2,,
180,6_new,12,59,margin_failed margin=0.013<0.04,0.719,"[312.2, 364.8, 349.3, 475.5]",,,,,0.7475,0.6742,0.0126,1.0,,34,2,207,"[(12, 0.7474964261054993), (44, 0.7348725199699402), (40, 0.6954529285430908), (11, 0.6703550219535828), (38, 0.6702483892440796)]"
181,5,59,59,unconfirmed_update,0.6878,"[307.3, 365.2, 345.4, 479.9]","[308.1, 365.1, 346.3, 479.0]",0.2384,0.7616,,,,,,,,1,,
184,3,48,48,re_activate_from_lost,0.6141,"[66.7, 708.1, 99.3, 781.0]","[65.2, 709.4, 99.4, 781.0]",0.326,0.674,0.1513,,,,,,35,5,26,
186,3,54,54,re_activate_from_lost,0.702,"[87.8, 695.9, 121.7, 778.3]","[87.4, 696.2, 121.4, 778.4]",0.2946,0.7054,0.0841,,,,,,35,4,13,
186,6_revive,12,12,revived,0.7739,"[346.3, 382.7, 388.1, 496.8]",,,,,0.8205,0.6742,0.0667,1.0,0.8205,36,4,208,"[(12, 0.8205088376998901), (44, 0.7538455724716187), (38, 0.747644305229187), (59, 0.7288944721221924), (11, 0.7217769026756287)]"
187,5,12,12,unconfirmed_update,0.7488,"[349.7, 387.5, 388.1, 494.1]","[348.7, 386.5, 388.4, 494.6]",0.1405,0.8595,,,,,,,,3,,
188,3,57,57,re_activate_from_lost,0.7265,"[-4.5, 428.6, 29.6, 515.7]","[-5.8, 428.8, 30.3, 515.9]",0.4109,0.5891,0.0665,,,,,,36,3,8,
189,6_revive,5,5,revived,0.7411,"[676.4, 322.8, 777.6, 604.1]",,,,,0.7798,0.7667,0.0412,1.0,0.7798,36,2,190,"[(5, 0.7798042297363281), (13, 0.7386503219604492), (28, 0.6697530746459961), (55, 0.6614651679992676), (7, 0.6318854093551636)]"
190,6_new,5,60,margin_failed margin=0.034<0.04,0.8289,"[664.5, 310.2, 783.0, 624.0]",,,,,0.7988,0.7667,0.034,1.0,,36,4,192,"[(5, 0.7988072633743286), (13, 0.7647910118103027), (55, 0.718643844127655), (28, 0.6887037754058838), (7, 0.6581136584281921)]"
192,3,44,44,re_activate_from_lost,0.6705,"[53.1, 420.5, 99.8, 531.9]","[53.0, 421.0, 98.0, 531.6]",0.1985,0.8015,0.1449,,,,,,36,6,48,
193,3,55,55,re_activate_from_lost,0.5871,"[1377.0, 324.0, 1479.6, 633.8]","[1379.2, 324.1, 1478.9, 632.5]",0.1166,0.8834,0.0701,,,,,,36,6,26,
193,6_new,5,61,gate_failed sim=0.706<theta=0.767,0.7049,"[687.8, 361.8, 790.4, 623.0]",,,,,0.7062,0.7667,0.0052,1.0,,36,6,195,"[(5, 0.7062135338783264), (13, 0.7010397911071777), (28, 0.6274408102035522), (55, 0.6233618855476379), (7, 0.6160621047019958)]"
193,6_new,44,62,gate_failed sim=0.714<theta=0.720,0.6985,"[152.2, 433.4, 186.5, 529.9]",,,,,0.7143,0.7202,0.0377,1.0,,36,6,49,"[(44, 0.7142609357833862), (12, 0.676552414894104), (38, 0.661510705947876), (34, 0.6586655378341675), (27, 0.6509193181991577)]"
194,3,44,44,re_activate_from_lost,0.839,"[65.4, 425.9, 107.7, 536.0]","[64.3, 425.9, 108.9, 536.1]",0.0688,0.9312,0.0684,,,,,,36,5,49,
194,5,61,61,unconfirmed_update,0.7606,"[693.2, 363.5, 793.1, 617.3]","[692.2, 363.2, 792.5, 618.4]",0.1025,0.8975,,,,,,,,5,,
196,3,61,61,re_activate_from_lost,0.6257,"[702.7, 364.5, 801.2, 610.9]","[703.7, 364.1, 800.8, 611.3]",0.0953,0.9047,0.4339,,,,,,36,8,0,
197,6_revive,12,12,revived,0.6992,"[1030.1, 375.0, 1062.5, 472.2]",,,,,0.6925,0.6742,0.0945,1.0,0.6925,36,7,212,"[(12, 0.692521333694458), (32, 0.5980342030525208), (11, 0.5969784259796143), (48, 0.5960128903388977), (57, 0.5919169187545776)]"
198,3,57,57,re_activate_from_lost,0.6887,"[47.5, 447.5, 83.8, 535.3]","[47.3, 447.7, 83.7, 535.4]",0.2788,0.7212,0.0554,,,,,,36,7,9,
198,5,12,12,unconfirmed_update,0.7991,"[1038.8, 377.0, 1071.2, 472.2]","[1037.3, 376.6, 1069.2, 472.2]",0.4357,0.5643,,,,,,,,7,,
200,6_revive,12,12,revived,0.6747,"[518.4, 396.9, 558.9, 502.2]",,,,,0.8035,0.6742,0.1324,1.0,0.8035,37,6,215,"[(12, 0.8034709692001343), (44, 0.6710530519485474), (27, 0.6632277965545654), (48, 0.6607803106307983), (11, 0.6487082839012146)]"
201,3,55,55,re_activate_from_lost,0.5733,"[1417.5, 323.3, 1517.4, 630.5]","[1418.1, 323.7, 1517.5, 630.9]",0.1822,0.8178,0.1004,,,,,,37,7,27,
201,3,57,57,re_activate_from_lost,0.7625,"[73.3, 443.5, 108.8, 528.5]","[72.4, 443.1, 108.3, 528.9]",0.1923,0.8077,0.0661,,,,,,37,7,11,
201,6_revive,12,12,revived,0.6954,"[1028.7, 378.7, 1055.7, 467.8]",,,,,0.6997,0.6742,0.0635,1.0,0.6997,37,7,217,"[(12, 0.6996628046035767), (18, 0.6362054347991943), (48, 0.6200906038284302), (44, 0.6127410531044006), (11, 0.611051619052887)]"
201,6_revive,12,12,revived,0.6866,"[525.2, 394.5, 566.3, 512.7]",,,,,0.8477,0.6742,0.122,1.0,0.8477,37,7,218,"[(12, 0.8476989269256592), (27, 0.7257013320922852), (11, 0.7120310068130493), (44, 0.710383415222168), (38, 0.6994097828865051)]"
202,6_revive,12,12,revived,0.8183,"[530.5, 394.2, 573.1, 513.0]",,,,,0.8496,0.6742,0.1155,1.0,0.8496,37,6,220,"[(12, 0.8495872020721436), (27, 0.7340689897537231), (11, 0.7064850330352783), (44, 0.6981114149093628), (38, 0.6952248215675354)]"
203,6_revive,12,12,revived,0.7554,"[536.0, 394.5, 579.2, 514.0]",,,,,0.8404,0.6742,0.1014,1.0,0.8404,37,8,222,"[(12, 0.8404185771942139), (27, 0.7389934659004211), (11, 0.7014777064323425), (38, 0.6968543529510498), (44, 0.6832774877548218)]"
203,6_revive,12,12,revived,0.7015,"[1040.2, 379.0, 1068.5, 468.1]",,,,,0.6948,0.6742,0.0697,1.0,0.6948,37,8,223,"[(12, 0.6948357820510864), (18, 0.625150203704834), (11, 0.610654354095459), (54, 0.607252299785614), (48, 0.6006090641021729)]"
204,6_revive,12,12,revived,0.6781,"[541.0, 394.2, 583.5, 513.0]",,,,,0.8599,0.6742,0.0895,1.0,0.8599,37,8,225,"[(12, 0.8599250912666321), (27, 0.770471453666687), (11, 0.733181357383728), (44, 0.6996022462844849), (38, 0.693037211894989)]"
205,3,59,59,re_activate_from_lost,0.7221,"[405.7, 404.0, 446.9, 516.0]","[406.7, 404.1, 445.0, 516.7]",0.6304,0.3696,0.7331,,,,,,37,9,12,
205,3,57,57,re_activate_from_lost,0.6901,"[101.9, 439.1, 136.4, 527.5]","[100.9, 438.8, 137.3, 526.9]",0.1217,0.8783,0.0752,,,,,,37,9,12,
205,6_revive,12,12,revived,0.842,"[544.0, 388.1, 588.6, 516.4]",,,,,0.8275,0.6742,0.0532,1.0,0.8275,37,9,227,"[(12, 0.8275212049484253), (27, 0.7743600606918335), (11, 0.7141366004943848), (38, 0.7122713327407837), (44, 0.7054672241210938)]"
205,6_revive,12,12,revived,0.7538,"[432.7, 407.0, 468.5, 513.0]",,,,,0.8041,0.6742,0.0532,1.0,0.8041,37,9,228,"[(12, 0.8040555119514465), (59, 0.7508072257041931), (44, 0.7360748052597046), (38, 0.7326459884643555), (54, 0.7055655717849731)]"
206,6_revive,12,12,revived,0.8355,"[551.1, 392.5, 593.0, 507.9]",,,,,0.8286,0.6742,0.1015,1.0,0.8286,37,7,230,"[(12, 0.8285636901855469), (27, 0.7270987033843994), (11, 0.6810351014137268), (48, 0.6654929518699646), (38, 0.6630589962005615)]"
206,6_revive,12,12,revived,0.7917,"[441.5, 406.7, 472.5, 513.3]",,,,,0.8006,0.6742,0.0415,1.0,0.8006,37,7,231,"[(12, 0.8006446361541748), (59, 0.7591211795806885), (44, 0.7556138038635254), (54, 0.7318335771560669), (38, 0.730658769607544)]"
206,6_new,59,63,gate_failed sim=0.761<theta=0.767,0.7523,"[387.5, 401.6, 423.2, 517.0]",,,,,0.7611,0.7667,0.0008,1.0,,37,7,14,"[(59, 0.7611137628555298), (12, 0.7603493928909302), (44, 0.7425768375396729), (38, 0.7027997970581055), (11, 0.7021887898445129)]"
207,5,63,63,unconfirmed_update,0.836,"[393.2, 402.3, 426.3, 509.0]","[392.0, 402.2, 425.6, 510.6]",0.2806,0.7194,,,,,,,,9,,
207,6_revive,12,12,revived,0.8167,"[552.5, 390.2, 597.7, 509.6]",,,,,0.8288,0.6742,0.0844,1.0,0.8288,37,9,232,"[(12, 0.8288311958312988), (27, 0.7444058656692505), (11, 0.6958009004592896), (44, 0.6904506683349609), (48, 0.6863366961479187)]"
207,6_revive,12,12,revived,0.806,"[443.5, 406.7, 473.9, 507.3]",,,,,0.7843,0.6742,0.0431,1.0,0.7843,37,9,233,"[(12, 0.7842804789543152), (38, 0.7411576509475708), (44, 0.7399054765701294), (59, 0.7353495359420776), (54, 0.7129133939743042)]"
208,5,12,12,unconfirmed_update,0.8158,"[556.2, 390.8, 600.8, 510.3]","[555.2, 390.7, 600.4, 510.2]",0.1489,0.8511,,,,,,,,9,,
208,6_revive,12,12,revived,0.7812,"[444.2, 406.0, 477.9, 513.3]",,,,,0.797,0.6742,0.0426,1.0,0.797,37,9,234,"[(12, 0.7970246076583862), (59, 0.7544021606445312), (44, 0.7444772124290466), (38, 0.7296555042266846), (54, 0.7137068510055542)]"
209,6_new,12,64,margin_failed margin=0.007<0.04,0.7557,"[447.2, 408.0, 481.6, 519.4]",,,,,0.7454,0.6742,0.0074,1.0,,37,9,236,"[(12, 0.7453898191452026), (59, 0.7379885911941528), (44, 0.7097412943840027), (54, 0.6857614517211914), (32, 0.6812704801559448)]"
210,5,64,64,unconfirmed_update,0.6699,"[451.2, 407.7, 485.7, 519.8]","[450.3, 407.8, 484.9, 519.7]",0.2148,0.7852,,,,,,,,9,,
211,3,34,34,re_activate_from_lost,0.5923,"[227.1, 389.8, 276.1, 518.1]","[226.4, 389.9, 275.6, 518.3]",0.4278,0.5722,0.1096,,,,,,37,9,86,
212,3,55,55,re_activate_from_lost,0.6866,"[1431.0, 339.5, 1525.5, 635.2]","[1431.0, 339.5, 1526.5, 635.4]",0.3328,0.6672,0.1331,,,,,,37,9,28,
212,3,64,64,re_activate_from_lost,0.6779,"[447.5, 411.1, 482.0, 517.7]","[448.1, 410.9, 481.3, 518.1]",0.0669,0.9331,0.3674,,,,,,37,9,0,
212,6_revive,54,54,revived,0.7891,"[201.8, 716.9, 235.6, 800.6]","[161.4, 737.2, 197.6, 824.9]",1.0,0.0,,0.8156,0.7667,0.0748,1.0,0.8156,38,9,19,"[(54, 0.8156498670578003), (12, 0.7408339381217957), (44, 0.6855890154838562), (63, 0.6819961667060852), (11, 0.6762033104896545)]"
212,6_revive,12,12,revived,0.7878,"[570.4, 397.6, 608.9, 506.9]",,,,,0.85,0.6742,0.1274,1.0,0.85,38,9,237,"[(12, 0.8499553203582764), (63, 0.7225924730300903), (27, 0.7082346677780151), (18, 0.7072740197181702), (48, 0.698405385017395)]"
213,3,44,44,re_activate_from_lost,0.7508,"[165.6, 414.5, 202.8, 514.4]","[164.5, 414.6, 202.6, 515.2]",0.6051,0.3949,0.7035,,,,,,38,5,61,
213,5,12,12,unconfirmed_update,0.73,"[570.4, 398.2, 608.2, 503.6]","[570.7, 398.1, 608.0, 504.2]",0.0539,0.9461,,,,,,,,5,,
214,6_revive,54,54,revived,0.7307,"[198.5, 713.5, 233.6, 795.8]",,,,,0.863,0.7667,0.145,1.0,0.863,38,4,20,"[(54, 0.8630083799362183), (12, 0.7179946303367615), (44, 0.6671273112297058), (57, 0.6602525115013123), (48, 0.6478351354598999)]"
215,3,57,57,re_activate_from_lost,0.5718,"[124.2, 432.0, 160.3, 523.8]","[123.2, 432.1, 160.7, 523.8]",0.4698,0.5302,0.052,,,,,,38,7,13,
215,5,54,54,unconfirmed_update,0.7197,"[199.3, 714.2, 231.7, 797.9]","[197.8, 714.0, 233.4, 797.4]",0.1048,0.8952,,,,,,,,7,,
215,6_new,11,65,margin_failed margin=0.005<0.04,0.6925,"[815.4, 357.1, 874.8, 533.9]",,,,,0.7183,0.6602,0.0046,1.0,,38,7,30,"[(11, 0.7182894349098206), (27, 0.7136469483375549), (7, 0.5974799990653992), (12, 0.5883785486221313), (8, 0.5801563262939453)]"
216,3,55,55,re_activate_from_lost,0.6861,"[1421.6, 333.8, 1516.1, 645.0]","[1419.5, 332.0, 1518.1, 644.6]",0.1103,0.8897,0.1241,,,,,,38,6,30,
218,6_revive,12,12,revived,0.6926,"[1077.3, 377.3, 1116.5, 494.8]",,,,,0.7565,0.6742,0.0617,1.0,0.7565,38,5,243,"[(12, 0.7565405368804932), (18, 0.6948095560073853), (32, 0.6942203640937805), (48, 0.6905738115310669), (54, 0.6608516573905945)]"
219,3,13,13,re_activate_from_lost,0.8124,"[1267.7, 338.7, 1375.7, 689.9]","[1277.2, 327.6, 1392.2, 691.5]",0.7028,0.2972,0.7586,,,,,,38,6,188,
219,6_new,38,66,gate_failed sim=0.657<theta=0.767,0.8401,"[25.4, 423.2, 68.2, 529.2]",,,,,0.657,0.7667,0.0008,1.0,,38,6,19,"[(38, 0.6569556593894958), (54, 0.6561736464500427), (12, 0.6554325819015503), (11, 0.631676435470581), (63, 0.6177303194999695)]"
220,5,66,66,unconfirmed_update,0.6616,"[18.7, 422.6, 62.0, 529.2]","[20.1, 422.7, 63.1, 529.2]",0.2644,0.7356,,,,,,,,5,,
220,6_new,10,67,gate_failed sim=0.630<theta=0.650,0.6891,"[829.6, 382.1, 867.4, 509.6]",,,,,0.6299,0.65,0.0004,1.0,,38,5,44,"[(10, 0.6299402713775635), (8, 0.6295323371887207), (27, 0.6156802177429199), (19, 0.6156641840934753), (12, 0.6065346598625183)]"
221,5,67,67,unconfirmed_update,0.7406,"[827.6, 379.0, 870.8, 516.0]","[829.0, 379.6, 869.0, 514.8]",0.1853,0.8147,,,,,,,,4,,
222,3,57,57,re_activate_from_lost,0.7792,"[96.1, 425.2, 133.2, 513.0]","[97.3, 425.3, 133.5, 513.5]",0.1944,0.8056,0.0562,,,,,,38,7,19,
222,3,13,13,re_activate_from_lost,0.6755,"[1245.4, 256.2, 1436.4, 690.9]","[1264.2, 272.4, 1402.1, 689.3]",0.5392,0.4608,0.6888,,,,,,38,7,190,
223,6_revive,63,63,revived,0.7102,"[376.7, 391.8, 413.1, 506.6]",,,,,0.9006,0.7667,0.0877,1.0,0.9006,38,5,16,"[(63, 0.9006463289260864), (12, 0.8129419684410095), (59, 0.8079953193664551), (48, 0.7187274694442749), (44, 0.7142348885536194)]"
223,6_new,12,68,margin_failed margin=0.008<0.04,0.6885,"[1059.1, 370.6, 1088.8, 471.8]",,,,,0.7081,0.6742,0.0077,1.0,,38,5,249,"[(12, 0.708060622215271), (18, 0.7004050016403198), (59, 0.6698039770126343), (57, 0.6463941335678101), (44, 0.6456692218780518)]"
