frame,stage,old_id,new_id,reason,det_score,det_box,track_box,iou_cost,iou_overlap,fused_cost,cosine_sim,cosine_theta,cosine_margin,feat_norm,feat_mean_sim,n_registry,n_lost,n_enrolments,all_sims_top5
146,3,88,88,re_activate_from_lost,0.6656,"[311.2, 622.0, 375.0, 774.2]","[310.3, 621.5, 377.4, 773.3]",0.2746,0.7254,0.5171,,,,,,42,5,0,
147,3,69,69,re_activate_from_lost,0.913,"[-24.5, 591.0, 33.8, 755.3]","[-23.9, 590.7, 33.0, 755.0]",0.2218,0.7782,0.2894,,,,,,42,4,61,
147,6_new,64,89,margin_failed margin=0.003<0.03,0.6935,"[1539.0, 533.2, 1555.2, 589.3]",,,,,0.7481,0.7258,0.0033,1.0,,42,4,55,"[(64, 0.7480770945549011), (41, 0.7448204755783081), (34, 0.7241019606590271), (16, 0.7188923954963684), (13, 0.7176034450531006)]"
147,6_new,8,90,margin_failed margin=0.030<0.03,0.6814,"[1160.3, 520.8, 1188.7, 586.2]",,,,,0.7582,0.7273,0.0297,1.0,,42,4,36,"[(8, 0.7582159042358398), (37, 0.7284846305847168), (68, 0.7276724576950073), (12, 0.7173610925674438), (64, 0.7114397883415222)]"
148,5,89,89,unconfirmed_update,0.725,"[1539.0, 534.9, 1555.2, 592.3]","[1538.8, 534.6, 1555.4, 591.7]",0.08,0.92,,,,,,,,5,,
148,5,90,90,unconfirmed_update,0.8424,"[1159.7, 521.1, 1189.4, 588.6]","[1160.0, 521.0, 1189.0, 588.1]",0.0832,0.9168,,,,,,,,5,,
149,6_revive,10,10,revived,0.7837,"[1017.2, 489.7, 1032.1, 531.6]",,,,,0.8483,0.7174,0.0595,1.0,0.8483,42,6,129,"[(10, 0.8482615947723389), (39, 0.788772463798523), (34, 0.7680866718292236), (8, 0.7435243129730225), (16, 0.7347680330276489)]"
150,3,79,79,re_activate_from_lost,0.8057,"[1483.7, 539.0, 1505.2, 595.0]","[1483.9, 539.1, 1504.6, 596.0]",0.1622,0.8378,0.0709,,,,,,42,7,30,
150,6_new,5,91,margin_failed margin=0.007<0.03,0.7274,"[1400.0, 519.1, 1418.9, 568.4]",,,,,0.8169,0.75,0.0074,1.0,,42,7,32,"[(5, 0.8168894052505493), (6, 0.8094652891159058), (7, 0.7773048877716064), (38, 0.7763897180557251), (4, 0.7594754695892334)]"
151,6_new,12,92,margin_failed margin=0.001<0.03,0.7346,"[1570.1, 538.7, 1589.0, 601.4]","[249.7, 531.4, 299.5, 657.1]",1.0,0.0,,0.7507,0.6739,0.0013,1.0,,42,7,142,"[(12, 0.7506606578826904), (34, 0.7493362426757812), (41, 0.7471783757209778), (68, 0.7383424043655396), (79, 0.7357226610183716)]"
152,5,92,92,unconfirmed_update,0.7006,"[1568.7, 537.6, 1590.3, 601.1]","[1570.0, 537.8, 1589.0, 601.2]",0.143,0.857,,,,,,,,9,,
153,3,90,90,re_activate_from_lost,0.848,"[1157.0, 522.1, 1184.0, 590.3]","[1155.8, 522.2, 1185.1, 590.3]",0.0837,0.9163,0.2229,,,,,,42,11,2,
157,6_new,68,93,margin_failed margin=0.028<0.03,0.704,"[1310.2, 500.5, 1329.1, 555.2]",,,,,0.8163,0.7495,0.0277,1.0,,45,9,72,"[(68, 0.816281795501709), (8, 0.7885724902153015), (64, 0.7811456322669983), (90, 0.7712830901145935), (37, 0.7690786123275757)]"
157,6_revive,5,5,revived,0.7008,"[1405.4, 511.3, 1424.2, 560.6]",,,,,0.8572,0.75,0.0617,1.0,0.8572,45,9,32,"[(5, 0.8572394251823425), (6, 0.7955713868141174), (4, 0.7925825715065002), (7, 0.787182629108429), (68, 0.7715131640434265)]"
158,6_new,4,94,margin_failed margin=0.000<0.03,0.6983,"[1326.4, 519.4, 1346.6, 574.8]",,,,,0.7607,0.75,0.0001,1.0,,45,9,7,"[(4, 0.7607407569885254), (57, 0.7606242895126343), (7, 0.7586712837219238), (8, 0.7490249872207642), (68, 0.7358947396278381)]"
159,6_revive,5,5,revived,0.77,"[1406.7, 518.1, 1425.6, 566.0]",,,,,0.8374,0.75,0.0426,1.0,0.8374,45,8,33,"[(5, 0.8374102115631104), (4, 0.7947894334793091), (7, 0.7773306369781494), (6, 0.7689142227172852), (8, 0.7633066177368164)]"
160,3,10,10,re_activate_from_lost,0.622,"[1452.6, 544.0, 1474.2, 601.4]","[1453.2, 544.1, 1473.7, 601.5]",0.2693,0.7307,0.5455,,,,,,45,9,132,
160,3,90,90,re_activate_from_lost,0.8114,"[1147.5, 535.3, 1177.2, 611.6]","[1147.2, 535.5, 1178.1, 610.9]",0.1307,0.8693,0.1261,,,,,,45,9,8,
160,5,5,5,unconfirmed_update,0.7432,"[1408.1, 531.2, 1427.0, 577.1]","[1408.1, 528.6, 1426.4, 574.9]",0.4755,0.5245,,,,,,,,9,,
160,6_new,89,95,margin_failed margin=0.029<0.03,0.6821,"[1551.2, 538.3, 1570.1, 599.7]",,,,,0.7873,0.75,0.029,1.0,,45,9,12,"[(89, 0.7872874736785889), (16, 0.7582828998565674), (79, 0.740117073059082), (7, 0.7251224517822266), (64, 0.7198294401168823)]"
160,6_revive,23,23,revived,0.6806,"[351.0, 704.7, 411.1, 915.3]",,,,,0.7617,0.7335,0.0545,1.0,0.7617,45,9,142,"[(23, 0.7617475986480713), (7, 0.7072823643684387), (14, 0.7032278776168823), (41, 0.7021633386611938), (55, 0.6931677460670471)]"
161,3,64,64,re_activate_from_lost,0.8788,"[1529.6, 550.5, 1551.2, 610.5]","[1530.8, 550.3, 1550.2, 610.4]",0.4421,0.5579,0.094,,,,,,45,7,59,
161,6_new,4,96,margin_failed margin=0.022<0.03,0.7771,"[1328.4, 514.0, 1348.7, 571.4]",,,,,0.8087,0.75,0.0223,1.0,,45,7,7,"[(4, 0.8086692690849304), (7, 0.7863254547119141), (57, 0.7786200046539307), (8, 0.7598097920417786), (5, 0.7586600184440613)]"
161,6_new,10,97,margin_failed margin=0.020<0.03,0.704,"[1011.8, 500.2, 1028.0, 541.4]",,,,,0.7852,0.695,0.0202,1.0,,45,7,134,"[(10, 0.7851849794387817), (39, 0.7650340795516968), (30, 0.7243825197219849), (13, 0.7097314596176147), (34, 0.6999715566635132)]"
162,3,16,16,re_activate_from_lost,0.8612,"[1526.9, 538.7, 1548.5, 599.4]","[1527.6, 538.7, 1547.4, 599.4]",0.0995,0.9005,0.1187,,,,,,45,7,108,
162,6_new,65,98,gate_failed sim=0.711<theta=0.750,0.8216,"[321.0, 710.1, 385.8, 936.9]",,,,,0.7111,0.75,0.0095,1.0,,45,7,11,"[(65, 0.7111334800720215), (7, 0.701676607131958), (14, 0.7011407613754272), (23, 0.6959481239318848), (55, 0.6848491430282593)]"
163,5,98,98,unconfirmed_update,0.7727,"[312.5, 720.2, 383.4, 953.8]","[315.9, 718.2, 382.2, 950.4]",0.2366,0.7634,,,,,,,,7,,
163,6_new,68,99,margin_failed margin=0.013<0.03,0.7634,"[1310.2, 510.6, 1330.4, 567.3]",,,,,0.7711,0.7495,0.0127,1.0,,45,7,78,"[(68, 0.771088719367981), (8, 0.7584338188171387), (90, 0.7420533895492554), (4, 0.7316399812698364), (7, 0.7315106987953186)]"
163,6_revive,10,10,revived,0.7382,"[1010.5, 501.5, 1026.7, 542.0]",,,,,0.7714,0.695,0.0378,1.0,0.7714,45,7,136,"[(10, 0.7713919878005981), (39, 0.7336300015449524), (34, 0.7298819422721863), (13, 0.6837126016616821), (41, 0.6828804612159729)]"
164,5,99,99,unconfirmed_update,0.7572,"[1310.2, 506.9, 1330.4, 563.0]","[1310.3, 507.7, 1330.3, 563.8]",0.1341,0.8659,,,,,,,,6,,
164,6_new,47,100,gate_failed sim=0.738<theta=0.750,0.759,"[723.6, 512.3, 750.6, 581.9]",,,,,0.7385,0.75,0.0021,1.0,,45,6,17,"[(47, 0.7384933233261108), (41, 0.7363513112068176), (64, 0.7235729098320007), (33, 0.711612343788147), (49, 0.7115650177001953)]"
164,6_revive,34,34,revived,0.7834,"[766.8, 505.2, 788.4, 557.2]",,,,,0.8216,0.7174,0.0346,1.0,0.8216,45,6,46,"[(34, 0.8215686082839966), (39, 0.7869552373886108), (68, 0.7469419836997986), (17, 0.7421284914016724), (13, 0.7390488386154175)]"
165,6_new,10,101,margin_failed margin=0.027<0.03,0.7192,"[1011.2, 489.7, 1026.0, 522.1]",,,,,0.8103,0.695,0.0268,1.0,,45,7,139,"[(10, 0.8103455305099487), (34, 0.7835350036621094), (39, 0.761818528175354), (57, 0.7342349290847778), (8, 0.7154160737991333)]"
165,6_new,4,102,margin_failed margin=0.005<0.03,0.6871,"[1328.4, 498.5, 1350.0, 560.6]",,,,,0.7958,0.75,0.0045,1.0,,45,7,7,"[(4, 0.795802891254425), (57, 0.7912538051605225), (8, 0.7663936018943787), (7, 0.7630863189697266), (68, 0.7617937326431274)]"
166,6_new,34,103,margin_failed margin=0.027<0.03,0.7391,"[764.1, 504.2, 787.1, 560.2]",,,,,0.8283,0.7174,0.0268,1.0,,45,9,47,"[(34, 0.82828688621521), (39, 0.8014491200447083), (16, 0.7701338529586792), (37, 0.7463546395301819), (13, 0.7458090782165527)]"
166,6_new,47,104,gate_failed sim=0.718<theta=0.750,0.7952,"[718.9, 512.3, 747.2, 584.6]",,,,,0.7179,0.75,0.0075,1.0,,45,9,17,"[(47, 0.7178764343261719), (49, 0.7103927135467529), (64, 0.7053709030151367), (41, 0.7024277448654175), (37, 0.6819522976875305)]"
167,3,90,90,re_activate_from_lost,0.8068,"[1140.8, 516.4, 1174.5, 594.7]","[1141.6, 517.4, 1173.8, 594.7]",0.1968,0.8032,0.1266,,,,,,45,10,13,
167,3,99,99,re_activate_from_lost,0.6731,"[1313.6, 498.5, 1331.1, 553.8]","[1312.3, 498.2, 1332.2, 553.9]",0.2006,0.7994,0.462,,,,,,45,10,1,
167,5,103,103,unconfirmed_update,0.8085,"[762.8, 499.5, 787.1, 556.2]","[763.4, 500.4, 786.6, 557.0]",0.189,0.811,,,,,,,,10,,
167,5,104,104,unconfirmed_update,0.7956,"[719.6, 508.6, 746.6, 580.8]","[718.9, 509.4, 747.2, 581.6]",0.1387,0.8613,,,,,,,,10,,
169,3,90,90,re_activate_from_lost,0.819,"[1138.1, 524.5, 1161.0, 586.6]","[1137.3, 523.2, 1164.2, 588.8]",0.467,0.533,0.0741,,,,,,45,10,14,
169,6_new,68,105,margin_failed margin=0.004<0.03,0.7341,"[1154.9, 518.1, 1177.9, 586.2]",,,,,0.7544,0.7495,0.0036,1.0,,45,10,84,"[(68, 0.7544288635253906), (16, 0.7508043050765991), (90, 0.7499805092811584), (79, 0.7473235130310059), (7, 0.7463260889053345)]"
170,5,105,105,unconfirmed_update,0.6565,"[1155.6, 516.7, 1177.2, 585.6]","[1154.8, 517.0, 1178.0, 585.7]",0.0852,0.9148,,,,,,,,10,,
170,6_new,33,106,margin_failed margin=0.008<0.03,0.6878,"[648.7, 485.3, 664.2, 524.5]",,,,,0.7695,0.75,0.0083,1.0,,45,10,23,"[(33, 0.7694922685623169), (89, 0.761192798614502), (16, 0.7540026307106018), (64, 0.7432283163070679), (79, 0.7252668142318726)]"
171,5,106,106,unconfirmed_update,0.8186,"[646.3, 485.7, 661.2, 523.5]","[646.7, 485.6, 661.8, 523.7]",0.3229,0.6771,,,,,,,,10,,
174,3,79,79,re_activate_from_lost,0.7295,"[1516.1, 536.6, 1537.7, 604.1]","[1515.7, 536.3, 1538.7, 604.2]",0.4079,0.5921,0.5681,,,,,,47,10,49,
174,6_new,7,107,gate_failed sim=0.639<theta=0.650,0.8808,"[581.5, 536.0, 613.9, 633.8]","[1953.8, 475.0, 1997.1, 595.6]",1.0,0.0,,0.6391,0.65,0.0089,1.0,,47,10,118,"[(7, 0.6390562653541565), (64, 0.6301910877227783), (68, 0.6170953512191772), (6, 0.6125438809394836), (8, 0.6119982600212097)]"
175,5,107,107,unconfirmed_update,0.9166,"[576.5, 533.6, 610.9, 633.5]","[578.0, 534.1, 610.9, 633.6]",0.2355,0.7645,,,,,,,,8,,
176,3,105,105,re_activate_from_lost,0.8373,"[1149.5, 525.8, 1173.8, 594.7]","[1150.1, 525.8, 1173.3, 594.6]",0.2198,0.7802,0.3467,,,,,,47,8,1,
176,6_new,64,108,gate_failed sim=0.725<theta=0.726,0.8157,"[563.0, 523.5, 590.0, 602.4]",,,,,0.7254,0.7258,0.0343,1.0,,48,8,60,"[(64, 0.7254191637039185), (13, 0.6911475658416748), (18, 0.6812114119529724), (33, 0.6733812093734741), (16, 0.6638285517692566)]"
177,5,108,108,unconfirmed_update,0.8377,"[561.6, 522.8, 588.6, 602.4]","[561.8, 522.9, 589.0, 602.4]",0.1025,0.8975,,,,,,,,6,,
177,6_new,12,109,margin_failed margin=0.009<0.03,0.7545,"[613.2, 500.5, 630.8, 545.1]",,,,,0.7707,0.6739,0.0092,1.0,,48,6,142,"[(12, 0.770749568939209), (25, 0.7615393400192261), (68, 0.7132816910743713), (18, 0.7006076574325562), (34, 0.6956050395965576)]"
178,5,109,109,unconfirmed_update,0.6124,"[612.6, 498.5, 630.1, 545.7]","[612.3, 498.9, 630.7, 545.6]",0.1251,0.8749,,,,,,,,5,,
180,3,16,16,re_activate_from_lost,0.7864,"[1540.4, 547.1, 1562.0, 617.3]","[1539.9, 546.9, 1563.1, 616.8]",0.5694,0.4306,0.6614,,,,,,49,6,119,
181,6_revive,10,10,revived,0.7686,"[1495.8, 546.8, 1512.0, 612.2]",,,,,0.8706,0.695,0.1211,1.0,0.8706,50,5,155,"[(10, 0.8706307411193848), (3, 0.749557375907898), (79, 0.7249348163604736), (103, 0.7103391885757446), (64, 0.6966533660888672)]"
182,6_revive,10,10,revived,0.7937,"[1497.2, 545.4, 1516.1, 611.6]",,,,,0.7822,0.695,0.0685,1.0,0.7822,51,6,157,"[(10, 0.7822278738021851), (3, 0.7137128710746765), (79, 0.6430273056030273), (64, 0.6186418533325195), (103, 0.604602575302124)]"
182,6_new,89,110,margin_failed margin=0.009<0.03,0.7936,"[513.3, 546.1, 547.8, 645.3]","[1586.8, 549.0, 1610.4, 623.3]",1.0,0.0,,0.7502,0.6666,0.0086,1.0,,51,6,32,"[(89, 0.7501798868179321), (57, 0.7415459752082825), (16, 0.7413218021392822), (41, 0.7412060499191284), (7, 0.7351487278938293)]"
183,5,110,110,unconfirmed_update,0.7832,"[521.8, 534.3, 550.8, 612.6]","[520.8, 536.6, 549.5, 619.1]",0.5637,0.4363,,,,,,,,7,,
184,3,109,109,re_activate_from_lost,0.7714,"[599.7, 503.6, 622.0, 555.5]","[600.6, 503.5, 621.2, 555.4]",0.3369,0.6631,0.4885,,,,,,51,7,0,
184,6_new,33,111,gate_failed sim=0.680<theta=0.750,0.8503,"[442.1, 509.3, 469.8, 580.2]",,,,,0.6801,0.75,0.0072,1.0,,51,7,23,"[(33, 0.6801496744155884), (34, 0.6729123592376709), (64, 0.671976625919342), (10, 0.6692085266113281), (17, 0.6680663824081421)]"
185,5,111,111,unconfirmed_update,0.8883,"[436.7, 509.3, 467.8, 582.2]","[438.8, 509.3, 467.2, 581.8]",0.2447,0.7553,,,,,,,,6,,
185,6_new,10,112,margin_failed margin=0.019<0.03,0.7148,"[1014.5, 495.5, 1026.7, 523.8]",,,,,0.8127,0.695,0.0185,1.0,,51,6,161,"[(10, 0.8126810193061829), (34, 0.7941585779190063), (103, 0.7802495956420898), (57, 0.7703945636749268), (39, 0.7621555328369141)]"
185,6_new,12,113,margin_failed margin=0.006<0.03,0.8071,"[510.6, 531.9, 547.8, 650.7]",,,,,0.7406,0.6739,0.0058,1.0,,51,6,142,"[(12, 0.7405974268913269), (25, 0.7348002195358276), (18, 0.6982219219207764), (41, 0.6958497762680054), (55, 0.694191575050354)]"
186,5,112,112,unconfirmed_update,0.6829,"[1013.9, 494.8, 1026.0, 524.5]","[1013.8, 494.9, 1026.4, 524.3]",0.1439,0.8561,,,,,,,,6,,
186,6_revive,108,108,revived,0.6812,"[550.8, 507.6, 573.8, 579.8]",,,,,0.8083,0.75,0.08,1.0,0.8083,51,6,9,"[(108, 0.8082823753356934), (64, 0.728306233882904), (16, 0.7066606283187866), (49, 0.7002154588699341), (89, 0.6972946524620056)]"
187,3,109,109,re_activate_from_lost,0.5986,"[597.4, 503.2, 621.7, 557.2]","[597.9, 504.2, 619.5, 558.0]",0.3838,0.6162,0.6312,,,,,,51,7,2,
187,6_new,10,114,margin_failed margin=0.016<0.03,0.7161,"[693.2, 491.4, 708.1, 529.2]",,,,,0.8122,0.695,0.0158,1.0,,51,7,163,"[(10, 0.812242865562439), (34, 0.79644376039505), (103, 0.794409990310669), (8, 0.775532066822052), (57, 0.7668615579605103)]"
188,3,89,89,re_activate_from_lost,0.6621,"[1595.7, 544.7, 1620.0, 619.0]","[1596.2, 545.0, 1619.9, 619.2]",0.4133,0.5867,0.1369,,,,,,51,6,32,
190,6_revive,10,10,revived,0.8251,"[1512.0, 541.7, 1533.6, 615.3]",,,,,0.8034,0.695,0.1074,1.0,0.8034,53,8,166,"[(10, 0.8034273386001587), (79, 0.6959925889968872), (3, 0.6744098663330078), (89, 0.6556287407875061), (16, 0.6493872404098511)]"
191,3,109,109,re_activate_from_lost,0.6549,"[590.6, 509.0, 614.9, 559.6]","[592.8, 508.4, 613.9, 559.6]",0.3137,0.6863,0.5505,,,,,,53,8,4,
191,6_revive,110,110,revived,0.6988,"[484.0, 555.9, 521.1, 661.8]",,,,,0.764,0.75,0.0413,1.0,0.764,54,8,8,"[(110, 0.7640020251274109), (14, 0.7227177619934082), (64, 0.7129927277565002), (41, 0.7120798826217651), (18, 0.7087388038635254)]"
192,3,108,108,re_activate_from_lost,0.8335,"[550.8, 531.9, 583.2, 617.0]","[551.8, 532.5, 581.5, 617.6]",0.2045,0.7955,0.337,,,,,,54,6,13,
192,6_revive,5,5,revived,0.7418,"[1464.8, 534.9, 1486.4, 586.2]",,,,,0.8049,0.75,0.037,1.0,0.8049,54,6,66,"[(5, 0.8049083352088928), (106, 0.767900288105011), (16, 0.7529764175415039), (8, 0.7427984476089478), (4, 0.7395575642585754)]"
194,6_new,103,115,margin_failed margin=0.009<0.03,0.724,"[754.0, 509.0, 778.3, 565.0]",,,,,0.8479,0.75,0.0086,1.0,,54,6,27,"[(103, 0.8478619456291199), (34, 0.8392568230628967), (68, 0.789220929145813), (8, 0.787409782409668), (64, 0.7747228741645813)]"
195,6_new,110,116,margin_failed margin=0.016<0.03,0.8049,"[520.1, 541.4, 550.5, 629.1]",,,,,0.7817,0.75,0.0164,1.0,,54,5,13,"[(110, 0.7817293405532837), (109, 0.7653690576553345), (12, 0.7473263740539551), (14, 0.7432473301887512), (41, 0.7424411773681641)]"
195,6_revive,5,5,revived,0.729,"[1471.5, 524.1, 1490.4, 574.8]",,,,,0.8359,0.75,0.0788,1.0,0.8359,54,5,70,"[(5, 0.8358803987503052), (7, 0.7570971846580505), (4, 0.7364124059677124), (6, 0.7305989265441895), (68, 0.713182806968689)]"
196,3,92,92,re_activate_from_lost,0.8495,"[1661.9, 544.0, 1688.9, 619.0]","[1662.3, 544.2, 1688.3, 619.1]",0.1366,0.8634,0.2665,,,,,,54,5,36,
196,6_new,17,117,margin_failed margin=0.021<0.03,0.7059,"[706.1, 507.6, 725.0, 550.8]",,,,,0.7733,0.75,0.0213,1.0,,54,5,28,"[(17, 0.7733312845230103), (34, 0.7519845366477966), (33, 0.7501304149627686), (16, 0.7279397249221802), (13, 0.718864917755127)]"
197,6_revive,5,5,revived,0.7915,"[1474.2, 524.5, 1495.8, 575.1]",,,,,0.8606,0.75,0.0822,1.0,0.8606,54,5,73,"[(5, 0.8606102466583252), (7, 0.7784066200256348), (16, 0.7727134823799133), (8, 0.7679157257080078), (68, 0.7567551732063293)]"
198,3,109,109,re_activate_from_lost,0.6634,"[580.8, 521.4, 603.1, 582.9]","[580.2, 521.3, 605.0, 582.1]",0.6544,0.3456,0.7707,,,,,,54,5,6,
198,6_new,18,118,gate_failed sim=0.634<theta=0.672,0.8671,"[134.5, 591.3, 187.7, 752.0]",,,,,0.634,0.6723,0.0017,1.0,,54,5,46,"[(18, 0.6339964866638184), (23, 0.6323407888412476), (41, 0.6320188045501709), (109, 0.6138085126876831), (8, 0.6119424104690552)]"
198,6_new,8,119,margin_failed margin=0.020<0.03,0.8253,"[828.9, 494.8, 845.1, 536.6]",,,,,0.8004,0.7273,0.0201,1.0,,54,5,36,"[(8, 0.8004392981529236), (68, 0.7803072929382324), (37, 0.7749471664428711), (16, 0.7683006525039673), (13, 0.750299334526062)]"
199,5,118,118,unconfirmed_update,0.9221,"[126.1, 595.7, 183.4, 756.0]","[129.5, 594.8, 182.6, 755.2]",0.2411,0.7589,,,,,,,,4,,
199,5,119,119,unconfirmed_update,0.7396,"[826.2, 496.8, 843.8, 537.3]","[827.5, 496.4, 843.3, 537.2]",0.2583,0.7417,,,,,,,,4,,
199,6_revive,79,79,revived,0.6959,"[1587.6, 540.3, 1611.9, 615.9]",,,,,0.8543,0.6899,0.0865,1.0,0.8543,54,4,75,"[(79, 0.8542637825012207), (16, 0.7677510976791382), (92, 0.761650562286377), (89, 0.7542201280593872), (68, 0.7510645985603333)]"
199,6_new,64,120,margin_failed margin=0.014<0.03,0.7931,"[688.2, 500.5, 704.7, 543.0]",,,,,0.7944,0.7258,0.0138,1.0,,54,4,60,"[(64, 0.7944287061691284), (16, 0.7806731462478638), (8, 0.7745044231414795), (103, 0.7550528049468994), (34, 0.7482974529266357)]"
200,5,120,120,unconfirmed_update,0.7922,"[688.5, 498.5, 706.1, 542.4]","[688.6, 498.9, 705.6, 542.5]",0.1475,0.8525,,,,,,,,5,,
201,6_revive,79,79,revived,0.7963,"[1593.0, 541.0, 1614.6, 619.3]",,,,,0.8632,0.6899,0.0724,1.0,0.8632,54,5,78,"[(79, 0.8632245063781738), (16, 0.790785551071167), (92, 0.7705734968185425), (64, 0.7522992491722107), (68, 0.7510614395141602)]"
201,6_revive,5,5,revived,0.7337,"[1482.3, 525.5, 1501.2, 575.4]",,,,,0.8465,0.75,0.0693,1.0,0.8465,54,5,78,"[(5, 0.8464998006820679), (7, 0.7771560549736023), (68, 0.7767132520675659), (4, 0.7637684345245361), (34, 0.748456597328186)]"
201,6_revive,109,109,revived,0.8353,"[587.9, 513.3, 608.9, 568.0]","[574.0, 521.8, 599.1, 583.4]",0.7621,0.2379,,0.7713,0.75,0.037,1.0,0.7713,54,5,7,"[(109, 0.7712523937225342), (41, 0.734255313873291), (8, 0.7260388731956482), (13, 0.7215325832366943), (110, 0.7142871618270874)]"
202,5,109,109,unconfirmed_update,0.7659,"[585.9, 511.3, 607.5, 568.0]","[586.3, 511.7, 607.8, 568.0]",0.1758,0.8242,,,,,,,,4,,
202,6_revive,5,5,revived,0.7218,"[1481.0, 525.8, 1499.9, 578.5]",,,,,0.8589,0.75,0.0982,1.0,0.8589,54,4,80,"[(5, 0.8588548302650452), (7, 0.7606055736541748), (4, 0.7559733986854553), (6, 0.7554319500923157), (106, 0.7332266569137573)]"
202,6_new,55,121,gate_failed sim=0.741<theta=0.750,0.8684,"[46.6, 546.4, 93.9, 674.7]",,,,,0.7409,0.75,0.0179,1.0,,54,4,15,"[(55, 0.7409168481826782), (57, 0.7230661511421204), (14, 0.7102673053741455), (41, 0.710155189037323), (110, 0.7084639072418213)]"
203,5,121,121,unconfirmed_update,0.8994,"[33.6, 544.4, 89.6, 674.0]","[39.4, 544.8, 87.2, 674.1]",0.2995,0.7005,,,,,,,,5,,
203,6_revive,79,79,revived,0.8388,"[1602.5, 540.7, 1626.8, 620.3]",,,,,0.7636,0.6899,0.0758,1.0,0.7636,54,5,81,"[(79, 0.7635523080825806), (16, 0.6877429485321045), (64, 0.6670266389846802), (68, 0.6606041193008423), (92, 0.6527100205421448)]"
207,6_revive,10,10,revived,0.8626,"[1552.5, 544.7, 1574.1, 624.4]",,,,,0.8614,0.695,0.1277,1.0,0.8614,56,5,184,"[(10, 0.8613599538803101), (3, 0.73362135887146), (103, 0.7086062431335449), (39, 0.6899787187576294), (79, 0.687183141708374)]"
209,3,68,68,re_activate_from_lost,0.8464,"[1726.7, 564.6, 1753.7, 642.9]","[1726.4, 564.5, 1753.7, 642.9]",0.3761,0.6239,0.0992,,,,,,57,4,110,
209,6_revive,10,10,revived,0.8091,"[1562.0, 546.4, 1580.9, 618.0]",,,,,0.8455,0.695,0.122,1.0,0.8455,57,4,187,"[(10, 0.8455265760421753), (103, 0.7235245704650879), (39, 0.7070093154907227), (3, 0.688933253288269), (79, 0.6709136962890625)]"
209,6_revive,79,79,revived,0.7931,"[1594.4, 557.2, 1621.4, 626.7]",,,,,0.8191,0.6899,0.0488,1.0,0.8191,57,4,88,"[(79, 0.8190650939941406), (16, 0.7702661156654358), (92, 0.7637184262275696), (34, 0.7079715728759766), (68, 0.7031455636024475)]"
209,6_revive,5,5,revived,0.7591,"[1494.5, 535.3, 1516.1, 589.3]",,,,,0.8203,0.75,0.0412,1.0,0.8203,57,4,88,"[(5, 0.820331335067749), (7, 0.7791421413421631), (6, 0.7782335877418518), (4, 0.7758032083511353), (68, 0.7713654041290283)]"
211,6_revive,79,79,revived,0.8216,"[1598.4, 557.9, 1625.4, 627.4]",,,,,0.7788,0.6899,0.0471,1.0,0.7788,57,4,91,"[(79, 0.7788279056549072), (16, 0.7317676544189453), (92, 0.6987831592559814), (12, 0.684576153755188), (64, 0.6834708452224731)]"
212,3,119,119,re_activate_from_lost,0.6848,"[830.2, 478.2, 847.8, 519.4]","[831.0, 478.3, 847.1, 519.5]",0.3235,0.6765,0.5367,,,,,,57,6,2,
212,3,68,68,re_activate_from_lost,0.7514,"[1736.1, 564.3, 1763.1, 648.0]","[1735.4, 565.2, 1763.9, 648.1]",0.1158,0.8842,0.0896,,,,,,57,6,111,
212,3,109,109,re_activate_from_lost,0.6086,"[577.8, 495.5, 603.5, 548.8]","[579.1, 495.2, 600.8, 548.7]",0.2513,0.7487,0.0749,,,,,,57,6,16,
213,6_revive,79,79,revived,0.7631,"[1599.8, 540.7, 1624.1, 609.5]",,,,,0.812,0.6899,0.0373,1.0,0.812,57,3,94,"[(79, 0.8119847774505615), (16, 0.7746803760528564), (34, 0.7235852479934692), (64, 0.7109659314155579), (68, 0.7039284706115723)]"
213,6_revive,10,10,revived,0.7241,"[1571.4, 542.0, 1593.0, 610.9]",,,,,0.8089,0.695,0.0847,1.0,0.8089,57,3,192,"[(10, 0.8089208006858826), (3, 0.724214494228363), (103, 0.6987419724464417), (39, 0.6623561382293701), (34, 0.660685658454895)]"
214,6_new,79,122,margin_failed margin=0.022<0.03,0.8131,"[1603.8, 539.0, 1628.1, 603.1]",,,,,0.7863,0.6899,0.0216,1.0,,57,4,96,"[(79, 0.7863277792930603), (16, 0.764772891998291), (64, 0.7509278655052185), (7, 0.7054510116577148), (34, 0.7024258971214294)]"
215,3,119,119,re_activate_from_lost,0.7185,"[828.9, 478.6, 845.1, 518.4]","[829.1, 478.3, 845.0, 518.3]",0.0703,0.9297,0.332,,,,,,57,6,4,
215,3,109,109,re_activate_from_lost,0.6206,"[573.8, 497.5, 597.4, 552.2]","[574.6, 497.4, 596.9, 551.4]",0.1638,0.8362,0.0906,,,,,,57,6,18,
215,5,122,122,unconfirmed_update,0.8477,"[1605.2, 536.6, 1626.8, 600.8]","[1603.8, 537.1, 1628.1, 601.2]",0.171,0.829,,,,,,,,6,,
216,3,68,68,re_activate_from_lost,0.8273,"[1751.0, 556.5, 1778.0, 641.6]","[1750.3, 556.5, 1779.0, 641.5]",0.0783,0.9217,0.067,,,,,,58,3,114,
